survivor_id,x_m,y_m,found,first_discovery_distance_m,first_discovery_fraction_of_mission,exposure_end_distance_m,radiation_quantity,radiation_rate_unit,radiation_dose_unit,ground_truth_excess_rate,ground_truth_total_rate,excess_exposure_distance_integral,total_exposure_distance_integral,distance_integral_unit,first_discovery_time_s,exposure_end_time_s,pre_discovery_excess_dose,pre_discovery_total_dose
88,522731.8071445958,5696847.684871984,False,,,87209.92201030577,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8720.992201030578,0.0,0.0
89,522966.6170852334,5697196.024145708,True,43199.309777761526,0.4953485656443607,43199.309777761526,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,4319.930977776153,4319.930977776153,0.0,0.0
90,523338.25533690606,5696965.788214354,True,40336.967195338795,0.46252727058478615,40336.967195338795,collision_air_kerma_rate,uGy/h,uGy,0.004321365198123392,0.004321365198123392,174.31076623578198,174.31076623578198,uGy/h*m,4033.6967195338793,4033.6967195338793,0.004841965728771722,0.004841965728771722
91,523218.88540464384,5697116.692291211,True,5826.37238804044,0.06680859532648045,5826.37238804044,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,582.6372388040439,582.6372388040439,0.0,0.0
92,522592.45806408155,5696839.096939503,False,,,87209.92201030577,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8720.992201030578,0.0,0.0
93,522875.4254994288,5696947.537773756,True,24132.137232212237,0.2767132073499675,24132.137232212237,collision_air_kerma_rate,uGy/h,uGy,0.0014899742091718595,0.0014899742091718595,35.95626208819222,35.95626208819222,uGy/h*m,2413.2137232212235,2413.2137232212235,0.0009987850580053393,0.0009987850580053393
94,523159.9365257337,5697225.045066174,True,42893.81342749768,0.49184556571933213,42893.81342749768,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,4289.381342749768,4289.381342749768,0.0,0.0
95,523392.75022980326,5696608.84735645,False,,,87209.92201030577,collision_air_kerma_rate,uGy/h,uGy,0.0019470852240750683,0.0019470852240750683,169.80515053900544,169.80515053900544,uGy/h*m,,8720.992201030578,0.004716809737194596,0.004716809737194596
96,522606.88547925075,5696583.832816892,True,772.8628645779196,0.00886209787559022,772.8628645779196,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,77.28628645779196,77.28628645779196,0.0,0.0
97,522416.24037758756,5696751.384307366,True,1777.2766325849677,0.020379293910788538,1777.2766325849677,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,177.72766325849676,177.72766325849676,0.0,0.0
98,522614.98475117446,5697375.775148595,True,11843.639105228887,0.13580609674010832,11843.639105228887,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1184.3639105228888,1184.3639105228888,0.0,0.0
99,522674.246223303,5697108.8041538065,True,8056.586199684417,0.09238153198591731,8056.586199684417,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,805.6586199684417,805.6586199684417,0.0,0.0
